residuals_fe1961,residuals_fe1962,residuals_fe1963,residuals_fe1964,residuals_fe1965,residuals_fe1966,residuals_fe1967,residuals_fe1968,residuals_fe1969,residuals_fe1970,residuals_fe1971,residuals_fe1972,residuals_fe1973,residuals_fe1974,residuals_fe1975,residuals_fe1976,residuals_fe1977,residuals_fe1978,residuals_fe1979,residuals_fe1980,residuals_fe1981,residuals_fe1982,residuals_fe1983,residuals_fe1984,residuals_fe1985,residuals_fe1986,residuals_fe1987,residuals_fe1988,residuals_fe1989,residuals_fe1990,residuals_fe1991,residuals_fe1992,residuals_fe1993,residuals_fe1994,residuals_fe1995,residuals_fe1996,residuals_fe1997,residuals_fe1998,residuals_fe1999,residuals_fe2000,residuals_fe2001,residuals_fe2002,residuals_fe2003,residuals_fe2004,residuals_fe2005
.076962203,.059395544,-.033751555,.067662857,.053134516,.10825115,.03986109,.098737672,.06630832,.064733997,-.12622875,-.014875994,-.11767554,-.0090186037,-.07615193,.038936321,.11083771,.025165781,-.093287483,.044128388,.016059693,.055170365,-.050072238,-.11895583,.0051895692,-.032757994,.059493501,-.028286988,-.048796553,.013889756,-.046199206,-.1252442,.022316979,.062934898,.082583338,-.0027035379,-.0028237209,-.0089941071,-.0080617871,-.11950554,.046046905,-.012108251,.016959827,-.12911893,-.03014162
.1864171,.26475963,-.0046511944,.24326299,-.050481495,-.11222787,-.007556593,.02101648,.031807221,.01133204,-.10814408,.046284858,-.12987794,-.025686041,-.12035789,-.045308806,-.06038582,.007875788,-.049295373,-.10974479,-.005625309,.069300488,.033829425,.29814643,-.095000528,-.0060011386,.18698454,.006923222,-.09963654,-.061366335,.1087057,-.095075682,-.10802836,-.0050200135,-.018505735,-.050494164,-.069987379,-.01325688,-.077355608,.028833907,.14430323,-.031960603,-.020066695,-.021875521,-.086808637
-.051415205,.06822677,-.28600359,.021440372,-.042543519,.063780539,-.16364563,-.012858142,-.068319976,-.015801208,.1046932,-.1744231,-.075516805,-.089005731,.09332969,.13622308,-.23664877,-.040461678,.080775261,-.27447477,.16514567,.010125061,.11251186,.02166749,.015424265,-.080768645,.24399962,-.059878469,-.016332425,-.1000546,-.050481148,-.11785024,.083120614,.10522155,.0047710775,.17301127,.013261423,.044292934,-.05571302,.11453459,.055003513,.1419481,.065120421,-.071902186,.14647044
-.16544323,.36821797,-.27260125,.12239094,-.041311163,.34720236,-.22404625,-.11634647,-.19918494,.16503982,.098758698,.33843687,.088463411,.119504,.26020676,.15616101,.016364077,.25520834,.23159268,.11321196,-.15679549,.13880126,.2573044,-.3459301,.16022138,-.34280789,-.23351501,.29160449,-.19877562,-.20513438,.30056977,-.20700893,-.1193842,-.1490242,-.298372,.097527273,-.048467502,.086388595,-.1829627,-.16097017,-.22675551,-.1177581,.14987512,-.34923103,.19877486
.044194419,.10651328,-.027813056,.011678715,-.072531134,.024548601,-.039686225,-.025010796,.016424421,-.025551064,-.019990334,-.0076519554,-.0031674006,-.059201736,.081961989,.10469434,.083576538,-.047284618,-.018306324,-.0029378524,-.032516483,-.060577281,.091396794,.057625771,-.041603997,-.061937314,.033393655,-.0071430602,.012287642,.022757214,.044743996,.19029377,-.10288268,.031154459,.025463818,-.047279079,-.031617027,-.038046334,-.063647337,-.050049148,-.015016889,-.012681945,-.014704321,-.027521068,-.026352976
.043486997,.11302331,.00038470578,-.1012205,-.040150199,-.082523055,.076565251,.022687996,.015386461,.058046278,-.17988317,.04883058,-.005585073,-.061599113,-.16927698,.13562284,-.033754323,.027422037,.066007033,-.051006529,.11119797,.098787554,.056103926,-.0060945502,.034057479,-.17656554,.064964056,-.096091576,-.025723048,.037704594,.12731148,.084894009,.015977694,-.015831692,.043036245,.065527521,-.13925067,.064290814,.070153154,-.17780876,.021413391,.018347051,-.045117132,-.09295366,-.020794876
-.049785644,-.010270192,.032237682,.097244591,.030740932,-.057816349,-.016371351,-.080346905,.045596801,.0088127097,.087244794,-.082713388,-.006629196,-.075166516,.069364808,-.067921385,.095879152,.079749987,-.074124649,.0032334689,-.085711084,-.066251077,.13760504,.07031931,.10189055,.070591107,-.052521482,.1627131,-.14077078,-.13758603,.15475419,.012926272,-.11442696,.016967852,.0068797129,-.064741097,.014574098,.0027401529,-.14374036,-.13013628,.041510232,.072885886,-.14484438,.11620905,.069203623
.13559134,-.23095647,.18054922,-.33356962,-.21025495,.29124868,.11254598,-.3293719,-.052312661,-.22280434,.037716161,-.15320182,.11151078,.14359692,.21359462,-.22930202,.22055937,.24356847,.038082402,.18554313,.0013147468,.17713183,.092056267,-.28702071,-.0093150204,-.070212819,.038708773,.23579475,.033125613,.21468669,-.14412652,.09903875,-.41619295,.098952681,.3018463,-.2708863,.15190092,.034571875,.089925766,-.14159739,-.36891478,-.11253782,.024030449,-.25830606,.33369166
-.2065334,.2453997,.23804441,.14083709,.21868341,.10043012,-.056839973,.11321939,-.20218752,.012702297,-.19823825,.020608524,-.1048003,.1299689,-.24810976,.10801366,-.39665344,-.35951856,.034154028,.079999052,.25632632,.23636936,-.052247602,.049546637,.12566493,-.034899611,.18724139,-.14856879,.22827773,.091133289,.13282463,-.31919786,.03655016,.20945202,.22291134,.22426572,-.24485293,-.20532286,-.29618028,-.25686112,-.45407632,.12451642,-.0074489657,.092036501,.13336049
.0070133479,-.001654729,-.050632328,-.24322994,.11672873,-.023274105,-.27201408,-.13091929,.047743436,-.26757509,.19619706,-.27913347,.28840297,.36744347,.23311828,-.055146072,.049941517,.15432636,.36149308,-.14976694,.28354952,-.30944601,-.24188158,.14104302,-.28920621,.14135824,.019481223,-.29210269,-.074515976,-.10079638,-.31469584,-.27953902,.26920015,-.00077985268,.083202772,-.32036123,-.1109937,.38766918,.1014713,.031019272,.29801187,.17484277,.040888596,-.1891197,.20263807
-.026755473,.061757982,.47353461,.35811111,-.37228623,.16398746,.45594057,.074606262,-.32715943,-.46326146,.04473741,-.14523892,.15618625,-.36430621,-.00060668058,.44188687,-.37128627,-.048498906,.37575284,-.32533094,.34467068,.0095755765,-.39207277,.21457757,.22714245,-.43310979,.0061689271,.38473555,.13471887,-.0014218946,-.36726511,-.14333105,-.39413998,.013573973,-.22146416,-.095692143,-.17786831,-.20321767,-.30285594,.28335577,.34529418,-.3663474,.41086495,.038744479,.52359241
-.0017439671,-.033392195,.034939222,-.020341495,-.030256797,.085576743,.031466849,.035629988,.13151093,-.064638771,.023884304,.071410075,.041341148,-.1838253,-.014618255,.077679403,-.07170248,-.10585038,.078245588,-.050024193,.036600884,.054536607,-.030604612,.0010379486,.016720731,-.075787105,.044000704,.070838563,.0048044301,-.042541102,.10956202,-.098625474,-.071646869,-.046453014,-.050172806,.076501861,-.023069866,-.023309717,-.016525459,.073087178,-.020188589,-.0095559629,-.024607064,-.0087181469,.018824441
.093655936,.10095704,-.11203687,.13011964,.053511012,-.027262345,.0037214628,.17796488,-.0057501057,-.089809015,-.1132143,-.18031824,.12650061,.042289369,.10342392,-.10659248,.0061755725,.097431473,.16115567,-.069224991,-.0854607,-.13922989,-.054459047,.075917885,-.023058349,-.056733236,-.060273252,-.10613528,.087744124,-.030367333,.1033251,.049237598,.075146802,-.18465529,.05181478,.09806101,-.076376513,-.12468056,.13681203,.044875361,-.014437688,-.029534679,-.14349514,-.15298094,.16624497
-.17411514,.044075057,-.1646968,-.042273838,.17836726,-.052305277,.042806685,-.17438714,-.085399769,.18685672,.14838703,-.031908311,-.10538873,-.13845474,-.15558869,-.12945701,-.10811663,-.046717487,.056964353,.15820138,-.041057896,-.14241263,.24579032,-.093205638,-.1285339,-.16500667,.038220774,.034304809,-.054802325,.067586161,-.049986195,.13499582,.088875063,.17805511,-.019003997,.19672896,.0079800459,.21958783,.03725465,-.038376465,.085132323,-.16593207,-.10655156,.18285744,.080651134
-.078118533,.11825906,.23263752,-.089564577,-.1703797,.056244429,.13884264,.21892433,-.072044834,.034865066,.20886853,-.10952701,.15581633,.023030367,.10401246,-.096971333,-.18047024,-.11935936,.16226506,.1650371,.17739846,-.11266603,.17187585,-.18385781,.23394074,.015804129,-.16430759,.18497507,-.15205152,-.10736238,-.06876073,-.047827713,-.10210724,-.16153497,-.10843807,.11077783,.084222607,-.1125335,.17814058,-.090529375,.13379249,-.18332985,-.16738752,-.075627618,-.15497316
-.13724598,.23862888,-.05917016,-.016582534,.052972715,.01794376,-.098694377,-.10433555,.17768127,-.05245037,-.015386111,.013849343,-.011198617,-.081131309,-.039129741,-.01832989,.26503557,-.037110273,-.047486357,-.028510313,-.092276715,-.019251438,.15364887,-.0082907137,-.094123363,-.040704936,.15568911,-.014351754,-.040291049,-.0712547,-.062624373,-.086592264,-.11593022,-.14446557,.039602794,-.14497489,.2270873,-.11971965,.30089676,.12033198,-.066610627,-.020847563,-.094442628,.14219235,.077953331
-.095188864,-.017417111,.23073168,.033501051,.10444833,.069767147,.052649297,-.2322356,.10761339,-.23524964,-.12672968,.090830371,-.18713795,.12819767,-.19561404,.013907854,.060260162,.11939146,-.036860593,-.031189306,-.0073454557,-.068681069,-.0047910782,.1835153,.18218233,-.21719645,.10311862,.20907681,-.26892409,-.096765324,-.020161513,-.24475351,-.041069414,.13451277,.22015366,.17717724,.084316932,-.0061157229,-.051853541,.073771633,-.10892471,-.0084483009,-.24953279,.19480994,-.021747891
-.07052777,.047818422,.008081547,.045804147,.046978667,.11634576,-.02840017,-.031475358,.099620022,.022446977,-.020603942,.027851462,.013686192,.001483221,-.054609548,-.039743189,-.035924219,-.070605405,-.03341113,.02706144,.0020903826,.11483685,.012950258,.024186185,-.0022820367,.0082067652,.020291727,-.031710584,-.037818413,-.074025683,.057429064,.05520913,-.021315223,-.053069685,.018382659,-.015546365,-.065544948,.0046425485,-.030064492,-.018424077,-.022472074,-.029911384,.014841932,-.050492629,.04773296
-.29981369,-.26336086,-.27109805,-.31715086,.19410831,-.27482575,-.29724354,-.24810331,.011688785,-.070487887,-.019423228,.23027897,-.33235246,.071492739,-.09719947,.2814106,-.11451215,.027190624,-.19080052,.31166726,.15065485,.32045251,-.29630756,-.29520923,.28727639,.12304825,.20530409,.24573216,.12263156,-.14501427,-.060547195,.28597733,.18199678,.25517911,.32202038,-.26722512,.19798228,-.041484274,.14336343,.23083983,-.026432298,-.13948777,.14701666,-.25370583,-.025527589
-.18187168,-.23623246,.23940469,-.043731607,.078894101,.0035011463,.2954534,.13926682,-.07404729,-.080964662,-.17331962,.011097896,.32419145,-.21858656,-.078520596,-.24404594,.11575215,.035747994,.24141927,-.11762866,-.092314348,.23301254,-.014499436,.066779509,.05976193,-.086348332,.039626025,-.13953209,.039657325,.078614682,-.10851862,.10167539,-.086344741,.068227671,-.13157946,.070321426,.20889737,-.15337054,.03984493,.010786694,-.12014148,-.094748668,-.099666119,.030805195,.04327336
-.054657348,.21948333,.14126682,-.051028483,.012957362,-.21301068,-.0015016698,-.068208545,.1122743,.12308907,.082784876,-.18390349,-.037284769,.035944887,-.015384151,.057557963,.019724892,-.092874691,.042560022,.03598113,-.16688862,.019001974,.060023692,.15855128,.069246314,.053106375,.077447213,-.16058482,.11396791,-.16403954,.11910449,.05541743,-.063192718,-.12178829,-.066251874,.13944724,-.026048325,-.1584644,-.033250764,.07674183,-.11067277,-.13181442,-.064186603,.1728864,-.013529838
-.12290935,.11266495,-.04931283,-.13224614,.139751,-.093248047,-.15931574,.048344709,.2648989,-.10522819,-.061715171,-.10989859,.11513998,-.066097282,.092554651,-.1577491,.069794007,.16142403,-.0068025296,.025481844,.020874474,.0039783297,-.080427028,-.15096818,-.0063934522,.070734099,-.072433457,-.066963628,.089145623,.19166501,.22596353,-.10136092,-.11731716,.1140966,.12429427,.091454238,.069182739,-.0100764,-.19011365,.093583047,.15584891,-.094917066,-.0095502539,-.20596106,-.10986968
.014357796,.096457422,.067749813,.039130338,.099502549,-.073995918,.072367117,.035741769,-.028230617,-.096801572,-.0068123112,.1107821,-.086347334,-.11601037,-.067279711,.045461889,-.016777849,-.026729813,-.11093571,-.0074752755,.079139516,-.048062477,.050243091,-.10115521,.084087543,-.074940465,-.064331897,-.097314052,.10103516,-.13074398,.026482722,.051210139,.0066818926,-.053027026,.033903249,.077460766,.058974985,.029559324,.029355159,-.050306585,.017782262,.080319583,-.043362394,.053394698,-.060540304
-.0023394881,-.026727995,.033397842,.10456061,-.072001629,-.070885107,-.035180338,-.015181321,.06998387,-.062836349,.067763619,-.072526619,-.067593403,-.12580448,-.071335867,.13043788,.15072492,-.071928754,.069492348,-.079726309,.10653209,-.06737379,.098702654,.053016271,-.057583168,.11373185,-.067733139,.075143144,.04440821,-.090509869,.030962288,.058171533,.003448904,.094572805,-.021520767,-.028370664,.00011530823,-.090498544,.12690498,-.039359868,-.1053732,-.11087313,-.041777089,-.052715369,.11568513
.079066075,.01803335,.075066127,.29934707,-.050341856,.28248581,.085260905,-.29391414,.02384872,-.045883995,-.014429441,.082166299,.18914109,-.073824465,.11244155,-.02404114,-.15471508,-.032948773,-.099439286,.34553778,.095182076,-.32095757,.10813346,-.1971141,-.015187571,-.096458949,-.17479323,-.00034738169,-.031373143,.18817058,.011214866,-.33256644,-.11770784,-.056216244,-.03570801,.24477464,.2680282,-.073742673,-.095129013,-.046149511,-.14872569,.073474161,-.07328853,-.069876738,.093508005
.18402953,.042991541,-.11811554,.14880379,-.17269813,-.12488896,.024409868,-.0061064214,.11739524,-.15256633,-.11851072,-.055910394,.07213787,.18721819,.18421836,.23573261,-.10326181,-.11873905,-.060391866,-.02504137,-.072164699,.076560624,.20201148,.22691196,-.073573723,-.18661796,-.062027525,.056914605,-.06129742,-.14527461,-.075793013,.023664366,-.12648028,-.032312848,-.15108827,-.11818196,.18839581,.19562289,-.072192281,-.033326048,.042268332,.046783362,.075886562,.03749878,-.10289457
-.049935672,.17741054,.05481717,.040533956,.13368171,-.096138231,-.070118651,-.11687274,-.0032726116,.090261035,.066297129,-.019785739,.066293865,-.010617192,-.047220059,.03850333,.030136712,.019034453,-.027685793,-.038984694,.1002672,-.068666995,-.013065359,.11685553,-.040941704,.080482908,.1009673,.014791457,-.10501167,-.1425226,-.056556623,-.070799023,.049617853,.097030401,.053500198,-.058950525,-.070042521,-.01942509,-.065054178,-.049971119,-.061030027,.00082894537,-.1053689,.10665016,-.029924151
.025298171,-.0084891366,.037488591,.043296479,-.18139689,-.073542565,-.040306646,-.087205037,.25288844,-.090234645,-.11844485,.051012445,.033624731,-.11997068,-.092805207,-.13568285,.052607734,.27346456,-.082332246,-.041099098,-.14687626,-.1109685,.16189982,-.084321424,-.0075899158,.054055519,-.15134676,.25941485,-.15437829,-.12236595,.085761756,-.068182826,.037133195,-.079451002,.074213341,.010847627,.17420442,.04202415,.071854994,-.11863776,.1893992,-.028832253,-.079650283,.22822163,.065399408
.094330013,.015310301,-.035738587,.046048723,-.00035495849,-.087118827,-.085429639,.00074068387,.04243375,-.0076299286,-.14797994,.048802417,-.082602054,.052165817,.097653575,-.096520446,.015770733,.011201464,-.14579888,.036449261,-.0048472844,.12028233,-.01243188,.12137816,-.10777643,-.025086645,.01030327,.076956294,-.075814545,-.076359853,.073524781,.056218926,.030709196,.082748577,-.026284928,-.077196494,-.056282502,.031650629,-.0048614931,.083110429,-.012241693,-.0071578235,.031149343,-.018688537,.015264686
-.050152518,.10113098,-.060337167,.028089039,-.024912555,-.022926928,.063835077,.0071874238,-.012136275,-.0012926493,-.036834553,.026557231,-.020447709,-.0038570471,-.013534668,.086566865,-.010501312,.0089491326,.013556653,.032631215,-.015186249,-.016013216,.039364036,.056250535,-.0095262742,.0097856876,.032327931,.06761945,-.024735413,-.10595305,.042196941,.035149343,-.062371053,-.018236585,.053580806,.022885097,-.068614118,.0091531705,-.051800281,.022145238,-.081907175,-.04702232,-.0068063936,.017584408,-.011440751
.020646963,-.085810795,.10416309,.024498662,-.21776161,.066588514,-.17671952,-.0028669098,-.004727643,-.011583699,-.015106658,.061639324,.043096025,-.23374371,-.097618148,.11886925,.14677744,.16147132,-.1816047,-.086425066,.11915127,.22335041,.099607989,-.083908781,-.07146816,.014623333,.14511667,-.094040148,.045439806,.10818455,.16746391,-.06807407,-.089707881,-.11553907,.063248515,.094687678,.048032124,.17077293,.020406928,-.20991242,.12356361,-.044844955,-.20449816,-.053781576,-.041656647
.26818973,.038367614,-.20061426,.18234992,.090576179,-.12572829,-.15171699,.015544643,.27284944,-.062292151,.12325253,.058433697,-.12590797,-.015395482,-.052590061,-.13223979,-.12630503,-.15395586,-.1621294,.014618658,.066826127,.12261143,.092506953,.2394983,.27664909,.099777512,.10904808,.006395333,-.094466165,-.12311469,.2921319,-.17165659,-.010622806,-.17796655,-.14551823,.19995253,.13907187,-.23949257,-.15196121,-.12769589,.026632227,-.08302334,-.1641809,.014007983,.049282491
.082863994,-.064884312,.05576646,.11488498,.21994951,.20029747,.1429498,-.13890152,.1001521,.13070481,-.072484992,.16575937,-.12793007,.055191815,-.12268558,-.14000419,.1354879,.19088414,.098238669,.12430511,.04371725,-.10410815,-.19870244,.10507938,-.12096403,.034983672,-.19726865,.056663878,.21614267,.028832138,.23085956,-.1059874,-.16350707,-.20765054,-.2281639,-.1578009,.16354984,-.1580327,-.11685634,-.11735062,-.17249542,.18577506,.031181678,-.09359736,-.10484505
-.1230491,.20893469,-.15897562,.0089530945,-.16014066,-.04762464,-.078422442,-.12781045,-.044236138,-.03745139,.19519758,.058465134,-.0069790026,-.13588412,.0065120105,.14853594,.19677293,.052305903,.034544472,-.073198155,-.069107778,-.017695123,-.04344875,-.041787449,.0069851554,.079930946,-.05101794,.21385442,.0013443894,-.12884004,.019295817,-.061002221,.20665941,-.025601147,.201961,-.1659859,-.10787585,-.13103728,-.064483128,.18727764,.1236924,.19547155,-.14463246,-.045389082,-.055018596
.010999241,.30870163,.088549793,-.18558602,.09127935,-.040796712,.099546582,-.041524764,-.094844081,.13526225,.086143591,.10253792,.17072734,.039251436,-.24709643,-.1744045,.016765106,.11940707,.065869451,-.0070999647,.26675603,-.10928719,.0010726821,-.03635126,-.21001711,-.22403486,.045814864,.08824233,-.21383469,.07415235,.23242861,-.16131313,-.16145465,.23295578,-.16051896,-.022266001,.02044859,-.25683036,-.14100824,.091747969,.088461608,.076860167,-.0073746876,-.034600902,-.023737205
.1631528,-.13098766,.014639825,.0070785857,-.026434278,.027255971,-.032352835,.13711573,-.013321701,-.061186451,-.019674109,.10370351,-.15818746,-.1240705,.0054068933,-.0056049265,.11944667,.00063567661,.072738037,-.16017807,-.0085049225,-.1334291,.030676911,.066503741,.20457412,.055674519,.12702437,.043483362,-.031250473,-.20931976,.17514412,.082654297,.12047984,-.048395932,.0028582427,.092396811,-.018328192,.081403136,.0057653226,-.037710156,-.026744036,-.19670364,-.043359872,-.099537775,-.15453066
.044173636,-.027231907,-.044257719,.040330317,-.11804776,-.11950764,.033095978,.0075505832,-.02902873,.070353903,.044011366,.072504409,.071124136,.0024528236,.03156659,.033701837,-.072123542,-.00072864624,-.13988072,-.12808052,.052821636,.053286053,.029318284,.06348338,.088632159,.034513194,-.016500475,.062584437,-.090473488,-.042065375,-.0098232282,-.0043095164,-.025634009,.035520095,.022819463,.03966555,.0056459564,-.0062270104,-.0052147903,-.10972857,.024170894,.02671447,.012010986,-.078531884,.065343387
-.1060537,.077954486,.027663223,-.045245584,-.058925267,.0021292458,-.070441209,.082987681,.048250873,.042187799,-.110823,.04411228,.0086458977,-.095646948,-.032990947,-.0060713706,.023254991,-.053409249,-.050118722,.020034531,-.071050532,.092671357,-.0022304631,.18625599,-.023933334,.043373186,.089719668,.0881669,-.068539254,.006830079,-.0014937863,.073387653,-.019185659,-.076901652,-.066941693,.013631198,.062366582,.075325355,.014694798,.079248905,-.13252065,-.054919586,.060433086,-.045755707,-.07012745
-.028007563,.12179662,-.0079314793,.081348307,-.02453783,-.042874265,-.0085848961,.052010931,.086521015,-.043320522,-.024855414,-.022101179,-.017070854,-.080944985,-.05432773,.014043884,-.039796948,-.05758819,-.051137321,.041781917,-.00071782334,.052959971,.091955401,.0005890266,-.046984568,-.030003233,-.031142917,.0073228232,-.035286296,-.016079921,.18023998,-.050157733,-.072170496,-.042723801,.068795271,-.028369268,-.093100019,-.0491242,-.016975841,.087552428,-.046298496,.11039695,.067954235,-.025855521,.022800559
